Library,Location,State,Homepage,Catalog,Current Automation System Name,Current Automation System Year,Previous Automation System Name,Previous Automation System Year,Previous Automation System_1 Name,Previous Automation System_1 Year,Previous Automation System_2 Name,Previous Automation System_2 Year,Discovery Interface Name,Discovery Interface Year,Item ID Type Name,Item ID Type Year,Previous Discovery Interface Name,Previous Discovery Interface Year,Digital Asset Magement Name,Digital Asset Magement Year,Self-Check Name,Self-Check Year,OpenURL Link resolver Name,OpenURL Link resolver Year,Federated search product Name,Federated search product Year,Electronic Resource Magement Name,Electronic Resource Magement Year,Previous Automation System_3 Name,Previous Automation System_3 Year,Automated Materials Handling Name,Automated Materials Handling Year,Web Content Magement Name,Web Content Magement Year,RFID Provider Name,RFID Provider Year,Discovery Service (w/index) Name,Discovery Service (w/index) Year,RFID Tag Vendor Name,RFID Tag Vendor Year,Catalog Enhancement Name,Catalog Enhancement Year,RFID Tag Type Name,RFID Tag Type Year,Institutiol Repository Name,Institutiol Repository Year,Research Services Tool Name,Research Services Tool Year,Previous Discovery Index Name,Previous Discovery Index Year,Archives Magement Name,Archives Magement Year,Previous Link resolver Name,Previous Link resolver Year,number_of_total_trackers_homepage,behaviour_event_listeners_homepage,canvas_fingerprinters_homepage,canvas_font_fingerprinters_homepage,cookies_homepage,fb_pixel_events_homepage,key_logging_homepage,session_recorders_homepage,third_party_trackers_homepage,google_homepage,google_analytics_homepage,facebook_homepage,number_of_total_trackers_catalog,behaviour_event_listeners_catalog,canvas_fingerprinters_catalog,canvas_font_fingerprinters_catalog,cookies_catalog,fb_pixel_events_catalog,key_logging_catalog,session_recorders_catalog,third_party_trackers_catalog,google_catalog,google_analytics_catalog,facebook_catalog
Midkiff Public Library,"Midkiff, TX",Texas,https://rankin.ploud.net/,,Apollo,2012.0,Koha -- LibLime,2010.0,Winnebago Spectrum,,,,,,,,,,,,,,,,,,,,,,,,Plinkit,,,,,,,,,,,,,,,,,,,,,,16.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,,,,,,,,,,,,
Midland County Public Library,"Midland, TX",Texas,https://www.co.midland.tx.us/150/Public-Libraries,http://mcpl-websvr.co.midland.tx.us:8080,Library.Solution,2006.0,Symphony,1999.0,AARCS,,,,LS2 PAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,11.0,0.0,0.0,19.0,0.0,0.0,0.0,44.0,36.0,20.0,0.0,,,,,,,,,,,,
A.H. Meadows Library,"Midlothian, TX",Texas,https://www.midlothian.tx.us/504/A-H-Meadows-Library,http://library.midlothian-isd.net/common/welcome.jsp,Destiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,15.0,0.0,0.0,28.0,0.0,0.0,0.0,24.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mineola Memorial Library,"Mineola, TX",Texas,https://mineolalibrary.com/,http://www.mineolamemorial.lib.tx.us/winnebago/index.asp?lib=???,Apollo,2010.0,Winnebago Spectrum,,,,,,,,,,,,,,,,,,,,,,,,,,Plinkit,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boyce Ditto Public Library,"Mineral Wells, TX",Texas,https://www.mineralwellstx.gov/98/Library,http://catalog.mypcla.com/polaris/default.aspx?ctx=16.1033.0.0.1,Polaris,2013.0,Evergreen -- Independent,2009.0,Concourse,2003.0,Horizon,,,,,,,,,,,,,,,,,,Dynix,1997.0,,,Plinkit,,,,,,,,,,,,,,,,,,,,,,37.0,9.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,12.0,6.0,0.0,33.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,18.0,18.0,14.0,0.0
Speer Memorial Library,"Mission, TX",Texas,http://www.mission.lib.tx.us/,,Library.Solution,2006.0,Symphony,2000.0,Athe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,,,,,,,,,,,,
Mitchell County Public Library,"Mitchell County, TX",Texas,https://www.mitchellcountylibrary.org/,https://mitchellcounty.biblionix.com/catalog/,Apollo,2022.0,Koha -- ByWater Solutions,2013.0,Koha -- LibLime,2009.0,Athe,,,,,,,,,,,,,,,,,,,,,,Plinkit,,,,,,,,,,,,,,,,,,,,,,16.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,10.0,6.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montgomery County Memorial Library System,"Montgomery County, TX",Texas,https://www.countylibrary.org/home,https://hcpl2.ent.sirsi.net/client/en_US/mcmlweb,Symphony,2015.0,Horizon,2002.0,Dynix,1990.0,,,Enterprise,2015.0,,,,,,,Tech Logic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,16.0,1.0,0.0,5.0,0.0,0.0,0.0,7.0,7.0,4.0,0.0,12.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0
Moody Community Library,"Moody, TX",Texas,https://secure.pbworks.com/error/wiki?wiki=moodytexas,http://moody.biblionix.com,Apollo,2007.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,12.0,6.0,6.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Killgore Memorial Library,"Moore County, TX",Texas,http://www.mocolib.net/killgore/killgore.html,http://catalog.harringtonlc.org/,Symphony,2002.0,DRA,1983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mary Ruth Briggs Library,"Morgans Point Resort, TX",Texas,https://www.morganspointresorttx.com/379/Library,http://briggs.biblionix.com,Apollo,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,19.0,0.0,0.0,21.0,0.0,0.0,0.0,25.0,22.0,11.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motley County Library,"Motley County, TX",Texas,https://mclibrary.ploud.net/,http://tlccat.bywatersolutions.com/,Symphony,2016.0,Koha -- ByWater Solutions,2013.0,Koha -- LibLime,2009.0,Athe,,,,,,,,,,,,,,,,,,,,,,Plinkit,,,,,,,,,,,,,,,,,,,,,,26.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,16.0,16.0,12.0,0.0,16.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0
Mount Calm Public Library,"Mount Calm, TX",Texas,https://www.mountcalmlibrary.org/,https://mountcalm.biblionix.com/atoz/catalog/?search=,Apollo,2010.0,Athe,,,,,,,,,,,,,,,,,,,,,,,,,,Plinkit,,,,,,,,,,,,,,,,,,,,,,13.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,8.0,4.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mount Pleasant Public Library,"Mount Pleasant, TX",Texas,https://mpcity.net/library,http://www.mtpleasantlibrary.com/InfoCentre/Library.do,Atriuum,2012.0,Infocentre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bettie Luke Muenster Public Library,"Muenster, TX",Texas,https://www.muensterlibrary.org/,http://muenstertx.booksys.net/opac/muenstertx/,Atriuum,,Concourse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,16.0,16.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muleshoe Area Public Library,"Muleshoe, TX",Texas,https://mapl.ploud.net/,https://muleshoe.biblionix.com/atoz/catalog/,Apollo,2012.0,Winnebago Spectrum,1996.0,,,,,,,,,,,,,,,,,,,,,,,,,Plinkit,,,,,,,,,,,,,,,,,,,,,,42.0,9.0,2.0,0.0,9.0,0.0,0.0,0.0,22.0,16.0,12.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cogdoches Public Library,"cogdoches, TX",Texas,https://www.ctx.us/962/Library,https://library.sfasu.edu/find/,Symphony,2009.0,Horizon,,Voyager,1998.0,NOTIS,1988.0,VuFind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,7.0,4.0,1.0,5.0,0.0,2.0,0.0,4.0,4.0,3.0,0.0,39.0,9.0,0.0,0.0,18.0,0.0,0.0,0.0,12.0,11.0,10.0,0.0
ples Public Library,"ples, TX",Texas,https://ples.ploud.net/,,LibraryWorld,2011.0,Athe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
talia Veteran's Memorial Library,"talia, TX",Texas,https://talialibraryfoun.wixsite.com/mysite,https://talialibrary.biblionix.com/catalog/,Apollo,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vasota Public Library,"vasota, TX",Texas,https://www.vasotatx.gov/public-library,https://vasota.biblionix.com/catalog/,Apollo,2022.0,Destiny,2018.0,Circulation Plus,2013.0,Apollo,2009.0,,,,,,,,,,,,,,,,,Circulation Plus,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marion and Ed Hughes Public Library,"Nederland, TX",Texas,https://www.ned.lib.tx.us/,http://halos.halan.lib.tx.us/search~S3,Symphony,2012.0,Millennium,1992.0,Carl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,12.0,0.0,0.0,14.0,0.0,0.0,0.0,74.0,39.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Boston Public Library,"New Boston, TX",Texas,https://www.newbostonlibrary.org/,https://newboston.biblionix.com/catalog/,Apollo,2012.0,Infocentre,,,,,,,,,,,,,,,,,,,,,,,,,,Plinkit,,,,,,,,,,,,,,,,,,,,,,26.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,16.0,16.0,12.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Braunfels Public Library,"New Braunfels, TX",Texas,https://nbtexas.org/3280/Library,https://newbraunfels.biblionix.com/catalog/,Apollo,2009.0,Horizon,2006.0,Dynix,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,10.0,0.0,0.0,19.0,0.0,0.0,0.0,83.0,74.0,29.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Waverly Public Library,"New Waverly, TX",Texas,https://www.newwaverlypubliclibrary.org/,http://168.51.216.236,Alexandria,1999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,11.0,2.0,0.0,7.0,0.0,0.0,0.0,20.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Godfrey Pegues Public Library,"Newark, TX",Texas,https://newarktexas.com/library,https://newark.biblionix.com/catalog/,Apollo,2015.0,Athe,1999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Newton County Public Library,"Newton County, TX",Texas,https://www.newtoncountypubliclibrary.org/,http://newtoncounty.biblionix.com/,Apollo,2008.0,Athe,2001.0,,,,,,,,,,,,,,,,,,,,,,,,,Plinkit,,,,,,,,,,,,,,,,,,,,,,17.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aphne Pattillo Nixon Public Library,"Nixon, TX",Texas,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FAphne-Pattillo-Nixon-Public-Library-269113539879738%2F,,Circulation Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Noco Public Library,"Noco, TX",Texas,https://www.nocopubliclibrary.org/,https://noco.biblionix.com/atoz/catalog/,Apollo,2013.0,Athe,1999.0,,,,,,,,,,,,,,,,,,,,,,,,,Plinkit,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweetwater County-City Library,"Nolan County, TX",Texas,https://www.sweetwaterlibrary.org/,http://sweetwater.biblionix.com/catalog/,Apollo,2022.0,Koha -- ByWater Solutions,2013.0,Koha -- LibLime,2008.0,Athe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Richland Hills Public Library,"North Richland Hills, TX",Texas,https://www.library.nrhtx.com/,https://nrhtx.bywatersolutions.com/,Koha -- ByWater Solutions,2019.0,Evergreen -- Emerald Data Networks,2014.0,Evergreen,2012.0,Millennium,1999.0,,,,,,,,,,,,,,,,,Munis,1985.0,,,,,3M,,,,,,,,,,,,,,,,,,,,67.0,12.0,0.0,0.0,17.0,0.0,0.0,0.0,38.0,30.0,18.0,0.0,15.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0
Camp Wood Public Library,"Nueces Canyon and Real County, TX",Texas,https://www.campwoodlibrary.org/,https://campwood.biblionix.com/catalog/,Apollo,2010.0,Athe,2003.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,25.0,21.0,13.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
County of Nueces Public Libraries,"Nueces County, TX",Texas,https://www.library.nuecescountytx.gov/,https://nueces.tlcdelivers.com/#section=home,Library.Solution,2004.0,None,,,,,,LS2 PAC,2009.0,Barcode,,AquaBrowser Library,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,18.0,17.0,12.0,0.0,15.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0
Odem Public Library,"Odem, TX",Texas,https://www.cityofodemtx.com/library/,,Winnebago Spectrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,5.0,4.0,0.0,6.0,0.0,0.0,0.0,26.0,26.0,18.0,0.0,,,,,,,,,,,,
Oldham County Public Library,"Oldham County, TX",Texas,https://harringtonlc.org/vega/,http://catalog.harringtonlc.org/,Symphony,2002.0,DRA,1983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olney Community Library and Arts Center,"Olney, TX",Texas,https://www.olneyisd.net/303823_2,https://olney.booksys.net/opac/ocl/index.html,Atriuum,,Circulation Plus,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olton Area Library,"Olton, TX",Texas,https://olton.ploud.net/,https://olton.biblionix.com/atoz/catalog/,Apollo,2011.0,Koha -- LibLime,2010.0,Winnebago Spectrum,,,,,,,,,,,,,,,,,,,,,,,,Plinkit,,,,,,,,,,,,,,,,,,,,,,16.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olaska Public Library,"Olaska, TX",Texas,https://www.cityofolaska.us/public-library,http://olaskatx.booksys.net/opac/opltx/index.html#menuHome,Atriuum,2013.0,Autolibrarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orange Public Library,"Orange, TX",Texas,https://orangetexas.gov,http://216.63.100.81/uhtbin/cgisirsi.exe/x/0/49/,Apollo,2018.0,Symphony,2002.0,Munis,1985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,12.0,0.0,0.0,16.0,0.0,0.0,0.0,30.0,26.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Palacios Library Inc,"Palacios, TX",Texas,https://www.palacioslibrary.org/,http://palacioslibrary.booksys.net/opac/palacios/index.html?mode=main#menuHome,Atriuum,2009.0,Winnebago Spectrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Palestine Public Library,"Palestine, TX",Texas,https://www1.youseemore.com/palestine/,http://www.youseemore.com/palestine/default.asp,Library.Solution,,Dynix,1994.0,,,,,LS2 PAC,,,,AquaBrowser Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lovett Memorial Library,"Pampa, TX",Texas,https://harringtonlc.org/lovett/,http://catalog.harringtonlc.org/,Symphony,2002.0,DRA,1983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paris Public Library,"Paris, TX",Texas,https://paristexas.gov/89/Public-Library,http://catalog.paristexaslibrary.com/polaris,Polaris,2005.0,Galaxy,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Parker County Library,"Parker County, TX",Texas,https://www.epclibrary.com/,http://catalog.wpltx.com/polaris/,Polaris,2008.0,Athe,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,14.0,14.0,8.0,0.0,23.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,8.0,8.0,6.0,0.0
Pasade Public Library,"Pasade, TX",Texas,https://www.pasadelibrary.org/,http://halos.halan.lib.tx.us/search~S4,Symphony,2012.0,Millennium,1992.0,Carl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pearsall Public Library,"Pearsall, TX",Texas,https://www.cityofpearsall.org/215/Pearsall-Public-Library,http://pearsall.booksys.net/opac/ppl/index.html#menuHome,Atriuum,2012.0,Athe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peñitas Public Library,"Peñitas, TX",Texas,https://youseemore.com/penitas/,http://hcls.tlcdelivers.com:8080/,Library.Solution,,,,,,,,LS2 PAC,,,,,,,,,,,,,,,,,,,,You See More,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Perry Memorial Library,"Perryton, TX",Texas,https://www.perrylibrary.org/,http://catalog.harringtonlc.org/,Symphony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,37.0,37.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petersburg Public Library,"Petersburg, TX",Texas,https://petersburgtx.com/library/,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Pflugerville Public Library,"Pflugerville, TX",Texas,https://library.pflugervilletx.gov/,https://pflugerville.biblionix.com/atoz/catalog/,Apollo,2009.0,Infocentre,2006.0,Athe,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,20.0,16.0,12.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pharr Memorial Library,"Pharr, TX",Texas,https://pharr-tx.gov/pharr-library/,http://unicorn.hcls.lib.tx.us/uhtbin/cgisirsi.exe/x/0/49,Library.Solution,2006.0,Symphony,2000.0,Athe,,,,LS2 PAC,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pilot Point Community Library,"Pilot Point, TX",Texas,http://www.pilotpointlibrary.org/307/Library,http://catalog.pilotpointlibrary.org/,Destiny,,Athe,2003.0,None,,,,,,,,,,,,,,,,,,,,,,,,Plinkit,,,,,,,,,,,,,,,,,,,,,,65.0,15.0,0.0,0.0,18.0,0.0,0.0,0.0,32.0,28.0,15.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur Temple Senior Memorial Library,"Pineland, TX",Texas,http://www.pinelandlibrary.org/,https://pinelandlibrary.biblionix.com/catalog/,Apollo,2012.0,Athe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unger Memorial Library,"Plainview, TX",Texas,https://www.plainviewtx.org/141/Library,http://unger.myplainview.com/surpass/websafari.exe,Atriuum,2022.0,Surpass,2004.0,Winnebago Spectrum,2000.0,Circulation Plus,1991.0,,,,,,,,,,,None,,None,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,9.0,0.0,0.0,17.0,0.0,0.0,0.0,28.0,24.0,12.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plano Public Library System,"Plano, TX",Texas,https://www.plano.gov/9/Library,http://polaris.plano.gov/polaris/,Symphony,2020.0,Polaris,2007.0,Horizon,2001.0,Dynix,1988.0,,,,,,,,,,,,,,,,,DataPhase,1982.0,,,,,,,,,,,,,,,,,,,,,,,,,137.0,38.0,0.0,0.0,24.0,1.0,0.0,0.0,75.0,40.0,26.0,4.0,17.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,6.0,3.0,0.0
Pleasanton Public Library & Information Center,"Pleasanton, TX",Texas,http://www.pleasantontx.gov/departments/library/index.php,https://pleasanton.biblionix.com/catalog/,Apollo,2010.0,Athe,,,,,,,,RFID,,,,,,3M SelfCheck System V-Series,,,,,,,,,,,,,,3M Library Services,,,,,,,,,,,,,,,,,,,,20.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Betty Foster Public Library,"Ponder, TX",Texas,https://www.pondertx.com/library,https://ponder.biblionix.com/catalog/,Apollo,2022.0,Evergreen -- MOBIUS,2020.0,Evergreen -- Emerald Data Networks,2012.0,Evergreen -- Independent,2009.0,,,,,,,,,,,,,,,,,Athe,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,30.0,30.0,27.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William R Bill Ellis Memorial Library,"Port Aransas, TX",Texas,https://cityofportaransas.org/departments/library/,https://eml-verso.auto-graphics.com/MVC/,Apollo,2019.0,VERSO,2004.0,MOLLI,1985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,14.0,0.0,0.0,4.0,0.0,0.0,0.0,26.0,26.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Port Arthur Public Library,"Port Arthur, TX",Texas,https://stacks.paplibrary.org/,http://halos.halan.lib.tx.us/search~S5,Symphony,2019.0,Millennium,1992.0,Carl,,,,,,,,,,,,,,,,,,,,,,,,Stacks,,,,,,,,,,,,,,,,,,,,,,132.0,8.0,0.0,0.0,16.0,0.0,0.0,0.0,108.0,83.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
