names,location,candidate_page,electoral_position,electoral_branch,electoral_level,area,election_result,number_of_votes_for_race,number_of_votes_for_candidate,vote_share,campaign_website_url,camp_hand,off_hand,per_hand,party,error-type_link-name,error-type_color-contrast,error-type_label,error-type_region,error-type_heading-order,error-type_landmark-one-main,error-type_skip-link,error-type_aria-allowed-role,error-type_page-has-heading-one,error-type_duplicate-id-active,number_of_pages,number_of_total_errors,number_of_critical_errors,number_of_serious_errors,number_of_moderate_errors,number_of_minor_errors,number_of_words,number_of_unique_words,ease_of_reading,error-type_duplicate-id,error-type_image-alt,error-type_label-title-only,error-type_meta-viewport,error-type_radiogroup,error-type_html-has-lang,error-type_empty-heading,error-type_landmark-no-duplicate-banner,error-type_definition-list,error-type_document-title,error-type_checkboxgroup,error-type_tabindex,error-type_duplicate-id-aria,error-type_frame-title,error-type_aria-required-children,error-type_aria-valid-attr-value,error-type_autocomplete-valid,error-type_button-name,error-type_aria-roles,error-type_bypass,error-type_listitem,error-type_frame-title-unique,error-type_landmark-no-duplicate-contentinfo,error-type_list,error-type_aria-valid-attr,error-type_meta-viewport-large,error-type_landmark-contentinfo-is-top-level,error-type_landmark-banner-is-top-level,error-type_image-redundant-alt,error-type_aria-required-attr,error-type_area-alt,error-type_input-image-alt,error-type_aria-allowed-attr,error-type_marquee,error-type_landmark-main-is-top-level,error-type_meta-refresh,error-type_dlitem,error-type_object-alt,error-type_table-duplicate-name,error-type_aria-required-parent,number_of_total_trackers,behaviour_event_listeners,canvas_fingerprinters,canvas_font_fingerprinters,cookies,fb_pixel_events,key_logging,session_recorders,third_party_trackers
Andy Taylor,"Harris County, Texas",https://ballotpedia.org/Andy_Taylor_(Texas),Judicial offices,Judicial,County,,Lost,"1,064,201","517,288",0.486,https://andytaylorforjudge.com/,,,,Republican Party,,9.0,,6.0,9.0,,,181.0,,,6,236,9,9,15,203,1418,441,53.52166667,22.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,6.0,1.0,0.0,5.0,0.0,0.0,0.0,6.0
Chris Morton,"Harris County, Texas",https://ballotpedia.org/Chris_Morton,Judicial offices,Judicial,County,,Won,"1,062,782","545,251",0.513,https://chrismortonforjudge.org/,morton4judge,,,Democratic Party,19.0,21.0,39.0,9.0,14.0,9.0,,,1.0,,9,142,49,50,33,10,2610,780,-11.59666667,8.0,,,10.0,,9.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,31.0
Lauren Reeder,"Harris County, Texas",https://ballotpedia.org/Lauren_Reeder,Judicial offices,Judicial,County,,Won,"1,060,783","547,482",0.516,https://laurenreeder.org/,reederforjudge,,,Democratic Party,34.0,36.0,9.0,6.0,1.0,6.0,,,1.0,,6,109,22,70,14,3,1153,435,36.83833333,,1.0,,6.0,,,3.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,46.0,1.0,4.0,0.0,9.0,0.0,0.0,0.0,32.0
Michael West,"Harris County, Texas",https://ballotpedia.org/Michael_West_(Texas),Judicial offices,Judicial,County,,Lost,"1,060,783","513,301",0.484,https://www.westforjudge.com/,,,,Republican Party,,1.0,,1.0,,1.0,,,,,1,5,1,2,2,0,108,78,55.95,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Angela Lancelin,"Harris County, Texas",https://ballotpedia.org/Angela_Lancelin,Judicial offices,Judicial,County,,Won,"1,057,646","547,754",0.518,https://voteangelalancelin.com,,,,Democratic Party,1.0,7.0,,1.0,,1.0,,2.0,1.0,,1,14,0,9,3,2,0,0,206.84,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Lemkuil,"Harris County, Texas",https://ballotpedia.org/Dan_Lemkuil,Judicial offices,Judicial,County,,Lost,"1,057,646","509,892",0.482,https://lemkuilforjudge.com/,,,,Republican Party,,,1.0,,,,,,,,3,1,0,1,0,0,889,349,64.63333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,9.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
Angela Graves-Harrington,"Harris County, Texas",https://ballotpedia.org/Angela_Graves-Harrington,Judicial offices,Judicial,County,,Won,"1,057,507","550,833",0.521,https://www.voteangela246.com/,VoteAngela246,,,Democratic Party,11.0,30.0,62.0,11.0,,11.0,,,2.0,,11,141,74,43,24,0,1994,393,19.26272727,,8.0,,,4.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,26.0,3.0,4.0,1.0,10.0,0.0,0.0,0.0,8.0
Janice Berg,"Harris County, Texas",https://ballotpedia.org/Janice_Berg,Judicial offices,Judicial,County,,Won,"1,055,853","552,476",0.523,https://janicebergforjudge.com/,janiceforjudge,,,Democratic Party,30.0,60.0,31.0,9.0,11.0,9.0,,9.0,1.0,,9,195,32,124,30,9,1260,395,56.42444444,,,31.0,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,5.0,4.0,0.0,5.0,0.0,0.0,0.0,16.0
Hilary Unger,"Harris County, Texas",https://ballotpedia.org/Hilary_Unger,Judicial offices,Judicial,County,,Won,"1,062,315","539,537",0.508,https://www.judgehilaryunger.com/,,,,Democratic Party,,1.0,,1.0,,1.0,,,1.0,,1,5,0,2,3,0,68,57,32.29,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Ramirez,"Harris County, Texas",https://ballotpedia.org/Julian_Ramirez,Judicial offices,Judicial,County,,Lost,"1,062,315","522,778",0.492,https://www.julianramirezforjudge.com/,,,,Republican Party,,9.0,2.0,5.0,,2.0,,1.0,,,5,20,3,9,7,1,806,363,64.388,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,6.0,3.0,0.0,3.0,4.0,0.0,0.0,27.0
Sandra Peake,"Harris County, Texas",https://ballotpedia.org/Sandra_Peake,Judicial offices,Judicial,County,,Won,"1,056,206","548,215",0.519,https://votesandrapeake.com,sandra4judge,,,Democratic Party,86.0,848.0,53.0,40.0,37.0,40.0,,5.0,36.0,,42,1243,120,944,163,16,12389,1555,70.41073171,10.0,2.0,,40.0,,2.0,1.0,10.0,2.0,2.0,,,,4.0,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,72.0,7.0,3.0,0.0,15.0,4.0,0.0,0.0,43.0
Lori Chambers Gray,"Harris County, Texas",https://ballotpedia.org/Lori_Chambers_Gray,Judicial offices,Judicial,County,,Won,"1,061,089","533,950",0.503,https://lorichambersgrayforjudge.com,,,,Democratic Party,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tonya Rolland McLaughlin,"Harris County, Texas",https://ballotpedia.org/Tonya_Rolland_McLaughlin,Judicial offices,Judicial,County,,Lost,"1,061,089","527,139",0.497,https://www.tonyaforjudge.com/,,,,Republican Party,,8.0,,4.0,,,,71.0,4.0,,4,121,25,9,16,71,407,152,50.76,,21.0,,,,,,4.0,,,,,,1.0,,,,,,,,,4.0,,,,,,,,,,4.0,,,,,,,,32.0,10.0,3.0,0.0,2.0,0.0,0.0,0.0,17.0
Melissa Morris,"Harris County, Texas",https://ballotpedia.org/Melissa_Morris,Judicial offices,Judicial,County,,Won,"1,061,551","547,074",0.515,https://votemelissamorris.com/,Melissamarie263,,,Democratic Party,,,,1.0,,1.0,,,,,1,4,1,1,2,0,20,20,85.02,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Amber Cox,"Harris County, Texas",https://ballotpedia.org/Amber_Cox,Judicial offices,Judicial,County,,Lost,"1,061,551","514,477",0.485,https://www.voteambercoxforjudge.com/,,,,Republican Party,2.0,,,3.0,,,,54.0,3.0,,3,83,11,2,12,58,290,90,40.6,,8.0,,,,,4.0,3.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,17.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,9.0
Cory Sepolio,"Harris County, Texas",https://ballotpedia.org/Cory_Sepolio,Judicial offices,Judicial,County,,Won,"1,057,227","540,755",0.511,https://cory4judge.com,,,,Democratic Party,5.0,,2.0,,6.0,,,183.0,,,5,274,39,5,6,224,834,265,16.702,41.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Bruce Bain,"Harris County, Texas",https://ballotpedia.org/Bruce_Bain,Judicial offices,Judicial,County,,Lost,"1,057,227","516,472",0.489,https://bainforjudge.com,,,,Republican Party,,,,2.0,,2.0,,,2.0,,2,6,0,0,6,0,32,28,81.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dedra Davis,"Harris County, Texas",https://ballotpedia.org/Dedra_Davis,Judicial offices,Judicial,County,,Won,"1,059,219","537,418",0.507,https://dedradavisforjudge.com,,,,Democratic Party,,,,1.0,,1.0,,,,,1,2,0,0,2,0,33,24,91.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Michael Landrum,"Harris County, Texas",https://ballotpedia.org/Michael_Landrum,Judicial offices,Judicial,County,,Lost,"1,059,219","521,801",0.493,https://judgelandrum.com,,,,Republican Party,6.0,29.0,,4.0,,1.0,,,4.0,,4,44,0,35,9,0,1413,526,50.9975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,18.0
Damiane Curvey,"Harris County, Texas",https://ballotpedia.org/Damiane_Curvey,Judicial offices,Judicial,County,,Won,"1,055,648","535,258",0.507,https://curveyforjudge.com/,,,,Democratic Party,,,,5.0,9.0,,,119.0,,,5,164,12,0,14,138,1324,533,45.998,19.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Christine Weems,"Harris County, Texas",https://ballotpedia.org/Christine_Weems,Judicial offices,Judicial,County,,Won,"1,057,594","542,820",0.513,https://weemsforjudge.com,,,,Democratic Party,,,1.0,,1.0,,,,1.0,,1,3,1,0,2,0,158,99,9.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,35.0
Michelle Fraga,"Harris County, Texas",https://ballotpedia.org/Michelle_Fraga,Judicial offices,Judicial,County,,Lost,"1,057,594","514,774",0.487,https://mfraga.com,,,,Republican Party,2.0,4.0,,1.0,1.0,1.0,,1.0,1.0,,1,14,2,7,4,1,728,390,57.61,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0
Donna Roth,"Harris County, Texas",https://ballotpedia.org/Donna_Roth,Judicial offices,Judicial,County,,Won,"1,056,803","545,117",0.516,http://electdonnaroth.com/,,,,Democratic Party,21.0,56.0,,7.0,2.0,7.0,,42.0,,,7,212,0,126,44,42,1399,366,46.08857143,,,,,,,,7.0,,,,,,,,,,,,,49.0,,7.0,,,,7.0,,,,,,,,7.0,,,,,,13.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
Gloria Lopez,"Harris County, Texas",https://ballotpedia.org/Gloria_Lopez,Judicial offices,Judicial,County,,Won,"1,057,905","549,939",0.52,https://glorialopez4judge.com/,gloria4judge,,,Democratic Party,,8.0,1.0,5.0,1.0,1.0,,32.0,5.0,,5,70,6,8,16,40,954,286,52.362,4.0,,,5.0,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0
Todd Frankfort,"Harris County, Texas",https://ballotpedia.org/Todd_Frankfort,Judicial offices,Judicial,County,,Lost,"1,057,905","507,966",0.48,https://frankfortforjudge.com,,,,Republican Party,6.0,,1.0,4.0,,,,17.0,,,4,52,8,8,4,32,799,260,28.3125,13.0,8.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,13.0,7.0,1.0,7.0,0.0,0.0,0.0,25.0
Sonya Heath,"Harris County, Texas",https://ballotpedia.org/Sonya_Heath,Judicial offices,Judicial,County,,Won,"1,054,291","548,550",0.52,https://heath4judge.com,Heath4Judge,,,Democratic Party,,,,,1.0,,,,,,1,5,4,0,1,0,126,76,-25.97,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,83.0,15.0,0.0,0.0,9.0,0.0,0.0,0.0,59.0
Germaine Tanner,"Harris County, Texas",https://ballotpedia.org/Germaine_Tanner,Judicial offices,Judicial,County,,Won,"1,052,549","539,107",0.512,https://www.judgegermainetanner.com/,,,,Democratic Party,6.0,8.0,2.0,2.0,1.0,,,1.0,3.0,,4,25,3,14,6,2,810,347,34.5775,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,33.0,0.0,0.0,17.0,4.0,0.0,0.0,76.0
Teresa Waldrop,"Harris County, Texas",https://ballotpedia.org/Teresa_Waldrop,Judicial offices,Judicial,County,,Won,"1,052,997","550,370",0.523,https://www.teresawaldropforjudge.com,TeresaWaldrop,,,Democratic Party,1.0,,,,4.0,,,4.0,3.0,4.0,4,21,0,9,7,5,1062,383,39.81,,,,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0
Quyen Pham,"Harris County, Texas",https://ballotpedia.org/Quyen_Pham,Judicial offices,Judicial,County,,Lost,"1,052,997","502,627",0.477,https://qmplaw.com/,,,QuyenMPham1,Republican Party,60.0,18.0,,6.0,24.0,6.0,24.0,,,,1,60,30,17,10,3,827,314,67.99,6.0,,,6.0,,,12.0,,,,,,,24.0,,174.0,,,,,,,,,,,,,,,,,,,,,,,,,86.0,9.0,0.0,0.0,6.0,0.0,0.0,0.0,71.0
Natalia Oakes,"Harris County, Texas",https://ballotpedia.org/Natalia_Oakes,Judicial offices,Judicial,County,,Won,"1,052,752","541,754",0.515,https://nataliaforjudge.com/,nataliaoakes,,,Democratic Party,,33.0,,25.0,49.0,25.0,,,,,25,208,26,83,99,0,4894,903,56.2288,,1.0,,,,25.0,,,,,,,,,,,,,,,,,,25.0,,,,,,,,25.0,,,,,,,,,25.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,17.0
Rachel Leal-Hudson,"Harris County, Texas",https://ballotpedia.org/Rachel_Leal-Hudson,Judicial offices,Judicial,County,,Lost,"1,052,752","510,998",0.485,https://lealhudsonattorney.com/,,,,Republican Party,,,,1.0,,1.0,,,1.0,,1,5,0,2,3,0,3,3,119.19,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michelle Moore,"Harris County, Texas",https://ballotpedia.org/Michelle_Moore_(Texas_judicial_candidate),Judicial offices,Judicial,County,,Won,"1,053,439","547,200",0.519,https://judgemichellemoore.com/,michellefor314,,,Democratic Party,,,,,2.0,,,17.0,,,1,26,2,0,2,22,336,222,38.76,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Leah Shapiro,"Harris County, Texas",https://ballotpedia.org/Leah_Shapiro,Judicial offices,Judicial,County,,Won,"1,053,123","542,729",0.515,https://www.leahshapiroforjudge.com/,LeahShapiro1,,,Democratic Party,,34.0,,4.0,,4.0,,5.0,4.0,,4,74,0,39,12,23,1554,509,26.41,17.0,,,,,,1.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,17.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0
Veronica Nelson,"Harris County, Texas",https://ballotpedia.org/Veronica_Nelson,Judicial offices,Judicial,County,,Won,"1,058,626","540,103",0.51,https://www.veronicanelsonforjudge.com/,,,,Democratic Party,10.0,12.0,2.0,,5.0,,,,3.0,,5,46,12,22,8,4,2042,824,-30.474,1.0,,,,,,3.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,51.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,34.0
Jerry Simoneaux,"Harris County, Texas",https://ballotpedia.org/Jerry_Simoneaux,Judicial offices,Judicial,County,,Won,"1,053,478","537,383",0.51,https://judgejerry1.nationbuilder.com/,JudgeJerry1,,,Democratic Party,659.0,855.0,77.0,104.0,79.0,104.0,8.0,148.0,103.0,6.0,118,2452,269,1624,398,161,47287,1830,49.0470339,11.0,114.0,,14.0,22.0,104.0,2.0,,,,6.0,,22.0,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Loyd Wright,"Harris County, Texas",https://ballotpedia.org/Loyd_Wright,Judicial offices,Judicial,County,,Lost,"1,053,478","516,095",0.49,https://loydwright.vpweb.com/,,,,Republican Party,20.0,,,11.0,,11.0,,,,,11,78,14,20,22,22,5267,1485,40.00818182,,14.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,13.0,4.0,0.0,2.0,0.0,0.0,0.0,42.0
Pamela Medina,"Harris County, Texas",https://ballotpedia.org/Pamela_Medina,Judicial offices,Judicial,County,,Won,"1,053,866","543,032",0.515,https://pamelamedinacampaign.com/,pammedina4judge,,,Democratic Party,,9.0,,1.0,2.0,1.0,1.0,,1.0,,1,15,0,9,6,0,1845,960,30.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sophia Mafrige,"Harris County, Texas",https://ballotpedia.org/Sophia_Mafrige,Judicial offices,Judicial,County,,Lost,"1,053,866","510,834",0.485,http://sophiamafrige.com/,,,,Republican Party,,,,,,1.0,,,1.0,,1,3,0,1,2,0,0,0,206.84,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0
Jason Cox,"Harris County, Texas",https://ballotpedia.org/Jason_Cox,Judicial offices,Judicial,County,,Won,"1,051,360","542,320",0.516,https://reelectjudgejasoncox.com/,jason_a_cox,,,Democratic Party,43.0,19.0,4.0,4.0,2.0,4.0,,16.0,,,4,100,12,62,10,16,910,372,45.805,,,,4.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,11.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
James Horwitz,"Harris County, Texas",https://ballotpedia.org/James_Horwitz,Judicial offices,Judicial,County,,Won,"1,051,371","539,741",0.513,https://reelectjudgehorwitz.com,,,,Democratic Party,,,,1.0,2.0,,,12.0,,,1,19,1,0,3,15,492,256,56.29,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Dolores Lozano,"Harris County, Texas",https://ballotpedia.org/Dolores_Lozano,Judicial offices,Judicial,County,,Won,"39,303","39,040",0.993,https://doloreslozano.com,doloresalozano,,,Democratic Party,5.0,43.0,20.0,5.0,1.0,5.0,5.0,20.0,2.0,,5,121,20,48,23,30,1763,750,51.628,10.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,12.0,4.0,0.0,11.0,0.0,0.0,0.0,26.0
Denise Graves,"Harris County, Texas",https://ballotpedia.org/Denise_Graves,Judicial offices,Judicial,County,,Lost,"76,671","35,608",0.464,https://votedenisegraves.com/,,,,Republican Party,,,,,,1.0,,,1.0,,1,5,0,3,2,0,0,0,0.0,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bob Wolfe,"Harris County, Texas",https://ballotpedia.org/Bob_Wolfe_(Texas),Judicial offices,Judicial,County,,Won,"280,223","147,127",0.525,https://bobwolfe.org/,,,,Republican Party,3.0,,,7.0,2.0,7.0,,,2.0,,7,37,5,13,18,1,472,211,36.29285714,,5.0,,,,7.0,1.0,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Connie Scott,"Nueces County, Texas",https://ballotpedia.org/Connie_Scott,Judicial offices,Judicial,County,,Won,"88,142","49,091",0.557,https://www.voteconniescott.com/,,,,Republican Party,3.0,6.0,13.0,1.0,2.0,1.0,,,1.0,4.0,1,47,19,15,5,8,1108,451,48.94,7.0,,,1.0,,,1.0,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,95.0,20.0,3.0,0.0,5.0,2.0,0.0,0.0,65.0
Susan Barclay,"Nueces County, Texas",https://ballotpedia.org/Susan_Barclay,Judicial offices,Judicial,County,,Won,"87,168","46,873",0.538,https://judgebarclay.com,,,,Republican Party,,,,,,,,2.0,,,1,2,0,0,0,2,198,122,46.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,11.0,7.0,1.0,7.0,4.0,0.0,0.0,31.0
Celina Lopez Leon,"Nueces County, Texas",https://ballotpedia.org/Celina_Lopez_Leon,Judicial offices,Judicial,County,,Lost,"87,168","40,295",0.462,https://celinaforjudge.com,,,,Democratic Party,1.0,6.0,,,,,,1.0,1.0,,1,10,0,8,1,1,131,88,35.58,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,11.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0
David Klein,"Nueces County, Texas",https://ballotpedia.org/David_Klein_(Texas),Judicial offices,Judicial,County,,Won,"87,384","44,622",0.511,https://www.electdavidklein.com/,,,,Republican Party,12.0,,,5.0,,,,68.0,5.0,,5,154,39,32,15,68,399,164,48.916,,35.0,,,,,,5.0,,,,,,,,,,,,,20.0,,,,,,,,,,,,4.0,,,,,,,,15.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0
Mary Louise Nicholson,"Tarrant County, Texas",https://ballotpedia.org/Mary_Louise_Nicholson,County clerk,Executive,County,,Won,"577,581","313,065",0.542,http://www.marylouise.info/,ClerkMaryLouise,,,Republican Party,54.0,10.0,40.0,9.0,1.0,9.0,,,1.0,,9,241,106,104,20,11,2160,804,43.47111111,11.0,66.0,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,15.0
Linsey Fagan,"Tarrant County, Texas",https://ballotpedia.org/Linsey_Fagan,County clerk,Executive,County,,Lost,"577,581","264,516",0.458,https://www.linseyfagan.com/,,,linseyfagantx,Democratic Party,4.0,,,1.0,1.0,1.0,,,,,1,9,0,4,3,2,62,40,64.41,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Phil Sorrells,"Tarrant County, Texas",https://ballotpedia.org/Phil_Sorrells,Criminal district attorney,Executive,County,,Won,"580,898","309,340",0.533,https://www.philsorrells.com/,PhilSorrellsTX,,,Republican Party,25.0,57.0,19.0,7.0,,7.0,,,1.0,,7,193,27,102,15,49,1913,838,47.6,49.0,,19.0,7.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,7.0,0.0,0.0,9.0,5.0,0.0,0.0,58.0
Tiffany Burks,"Tarrant County, Texas",https://ballotpedia.org/Tiffany_Burks,Criminal district attorney,Executive,County,,Lost,"580,898","271,558",0.467,https://www.tiffanyburksforda.com/,TiffanyForDA,,,Democratic Party,19.0,28.0,,,1.0,,,,4.0,,8,52,0,47,5,0,2437,791,39.7425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,33.0
Alisa Simmons,"Tarrant County, Texas",https://ballotpedia.org/Alisa_Simmons,County commission,Legislative,County,,Won,"140,127","72,097",0.515,https://www.votealisasimmons.com/,alisafortarrant,,ARSimmons,Democratic Party,6.0,16.0,,,4.0,,,,,,4,26,0,22,4,0,998,446,45.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,33.0
Andy Nguyen,"Tarrant County, Texas",https://ballotpedia.org/Andy_Nguyen,County commission,Legislative,County,,Lost,"140,127","68,030",0.485,https://andyfortarrant.com,ANguyenCampaign,,,Republican Party,2.0,,,1.0,,,,,1.0,,1,4,0,2,2,0,111,67,70.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,18.0,0.0,0.0,6.0,4.0,0.0,0.0,53.0
Manny Ramirez,"Tarrant County, Texas",https://ballotpedia.org/Manny_Ramirez,County commission,Legislative,County,,Won,"129,674","76,651",0.591,https://mannyramirez.org,MannyRamirez_TX,,,Republican Party,,,,,8.0,,,371.0,,,7,473,57,0,15,401,2426,901,51.41285714,29.0,51.0,,,,,1.0,,,,,,,,,,,6.0,,,,,,,,,,7.0,,,,,,,,,,,,,11.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
Ruby Faye Woolridge,"Tarrant County, Texas",https://ballotpedia.org/Ruby_Faye_Woolridge,Judicial offices,Judicial,County,,Lost,"578,103","266,961",0.462,https://www.voterubyfaye.com/,,,,Nonpartisan,56.0,288.0,,14.0,3.0,14.0,,26.0,,,14,417,0,358,33,26,4747,1049,40.77142857,,,,,,14.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,21.0
Tim O'Hare,"Tarrant County, Texas",https://ballotpedia.org/Tim_O'Hare,Judicial offices,Judicial,County,,Won,"582,599","308,784",0.53,https://www.electtimohare.com/,TimothyOHare,,,Republican Party,30.0,,,4.0,,,,,,,5,34,0,30,4,0,5705,2344,38.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,17.0,2.0,0.0,8.0,4.0,0.0,0.0,49.0
Lesa Pamplin,"Tarrant County, Texas",https://ballotpedia.org/Lesa_Pamplin,County criminal court judges,Judicial,County,,Lost,"577,907","265,059",0.459,https://lesapamplinforjudge.com,VotePamplin,,LesaPamplin,Democratic Party,28.0,37.0,20.0,5.0,6.0,5.0,2.0,,1.0,,5,115,26,70,19,0,1476,421,56.946,,,,5.0,1.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
